name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,0,0,-1,0,735777,false,90000
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,0,0,-1,0,752614,false,90000
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,1,0,20,20,9975,true,217
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,1,0,25,25,10120,true,554
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,0,0,30,30,10226,true,241
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,0,0,50,50,10983,true,2098
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,0,0,70,70,11669,true,1379
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,0,0,100,100,12245,true,25549
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,0,0,120,0,12472,false,90000
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,70,0,15,15,1937,true,42
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,74,1,20,20,2046,true,45
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,48,0,25,25,2337,true,199
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,0,30,30,2563,true,262
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,13,0,50,50,2800,true,1052
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,9,0,70,70,2945,true,21813
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,1,0,-1,0,3198,false,90000
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,1,0,-1,0,3329,false,90000
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,26,0,15,15,4468,true,144
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,11,0,25,25,4919,true,112
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,18,0,20,20,4772,true,153
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,6,0,30,30,5266,true,319
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,1,0,50,50,5560,true,445
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,0,0,70,70,6001,true,1386
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,0,0,100,100,6305,true,22017
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,0,0,120,0,6400,false,90000
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,1,0,15,15,9558,true,184
